LTT,FUT,ATMstrike,PrevClose,LTP,High,Low,NetDecay,CE_COI,PE_COI,CE_Max,PE_Max,CE_MaxStr,PE_MaxStr,SPOT,PrevLTP,AVG
09:15:11,41946,41900,490.45,412.55,445.9,454.4,-77.9,-17525,-11350,400,1225,39600,35400,41862,3427,412.55
09:15:17,41953,41900,490.45,424.65,445.9,434.95,-65.8,-17525,3000,400,1225,39600,35400,41848,3427,418.6
09:15:21,41940,41900,490.45,427.3,445.9,434.95,-63.15,-11425,2275,400,1225,39600,35400,41826,3427,421.5
09:15:27,41949,41900,490.45,427.15,445.9,434.95,-63.3,-11425,2275,400,1225,39600,35400,41815,3427,422.91
09:15:32,41945,41900,490.45,424.65,445.9,434.95,-65.8,-9850,950,400,1200,39600,44500,41821,3427,423.26
09:15:38,41957,41900,490.45,421.7,445.9,434.95,-68.75,-9850,-1125,400,950,39600,37100,41839,3427,423.0
09:15:44,41948,41900,490.45,427.75,445.9,434.95,-62.7,-9850,-1125,400,950,39600,37100,41804,3427,423.68
09:15:49,41928,41900,490.45,425.1,445.9,431.95,-65.35,-9850,825,400,950,39600,37100,41793,3427,423.86
09:15:54,41927,41900,490.45,420.8,445.9,426.15,-69.65,-9850,825,400,950,39600,37100,41776,3427,423.52
09:15:59,41900,41900,490.45,423.85,445.9,422.9,-66.6,-9850,825,400,950,39600,37100,41758,3427,423.55
09:16:07,41880,41900,490.45,425.0,445.9,429.1,-65.45,-6050,725,400,950,39600,37100,41720,3427,423.68
09:16:13,41904,41900,490.45,424.15,445.9,429.1,-66.3,-6050,825,400,950,39600,37100,41739,3427,423.72
09:16:19,41917,41900,490.45,422.2,445.9,429.1,-68.25,-6050,825,400,950,39600,37100,41754,3427,423.6
09:16:25,41935,41900,490.45,423.7,445.9,429.1,-66.75,-6050,825,400,950,39600,37100,41779,3427,423.61
09:16:30,41940,41900,490.45,426.15,445.9,429.1,-64.3,-6025,825,400,950,39600,37100,41793,3427,423.78
09:16:36,41950,41900,490.45,423.95,445.9,429.1,-66.5,-6025,825,400,950,39600,37100,41802,3427,423.79
09:16:41,41950,41900,490.45,424.8,445.9,429.1,-65.65,-6025,825,400,950,39600,37100,41804,3427,423.85
09:16:46,41940,41900,490.45,425.7,445.9,429.1,-64.75,-6025,500,400,950,39600,37100,41781,3427,423.95
09:16:51,41930,41900,490.45,425.7,445.9,429.1,-64.75,-6025,500,400,950,39600,37100,41782,3427,424.04
09:16:56,41925,41900,490.45,425.25,445.9,429.1,-65.2,-6025,500,400,950,39600,37100,41771,3427,424.1
09:17:01,41911,41900,490.45,423.15,445.9,429.1,-67.3,-6025,500,400,950,39600,37100,41756,3427,424.06
09:17:07,41915,41900,490.45,420.75,445.9,429.1,-69.7,-6025,500,400,950,39600,37100,41759,3427,423.91
09:17:12,41909,41900,490.45,422.9,445.9,429.1,-67.55,-6025,450,400,950,39600,37100,41752,3427,423.87
09:17:17,41924,41900,490.45,424.75,445.9,429.1,-65.7,-6025,450,400,950,39600,37100,41761,3427,423.9
09:17:22,41929,41900,490.45,423.2,445.9,429.1,-67.25,24050,449125,15550,124600,43600,30500,41771,3427,423.87
09:17:27,41921,41900,490.45,427.0,445.9,429.1,-63.45,2895525,3182400,609250,561850,42000,41800,41762,3427,423.99
