LTT,FUT,ATMstrike,PrevClose,LTP,High,Low,NetDecay,CE_COI,PE_COI,CE_Max,PE_Max,CE_MaxStr,PE_MaxStr,SPOT,PrevLTP,AVG
09:15:03,33788,33800,741.45,669.7,671.65,659.25,-71.75,-426800,321625,5500,69825,37200,30700,33790,2808,669.7
09:15:09,33777,33800,741.45,672.65,683.05,659.25,-68.8,-55250,100150,5500,33825,37200,29600,33786,2808,671.18
09:15:16,33744,33800,741.45,685.75,683.05,672.05,-55.7,-62400,5400,4650,14725,39200,29800,33757,2807,676.03
09:15:23,33780,33800,741.45,692.9,683.05,672.05,-48.55,-56475,-7850,4650,400,39200,37000,33770,2808,680.25
09:15:28,33805,33800,741.45,695.35,686.25,672.05,-46.1,-56325,-7850,4650,400,39200,37000,33792,2808,683.27
09:15:35,33816,33800,741.45,702.3,702.05,672.05,-39.15,-54875,-5875,4650,400,39200,37000,33808,2808,686.44
09:15:41,33809,33800,741.45,696.45,702.05,672.05,-45.0,-55950,-2600,2575,400,41100,37000,33810,2808,687.87
09:15:48,33848,33800,741.45,700.6,695.75,672.05,-40.85,-55950,-2600,2575,400,41100,37000,33822,2808,689.46
09:15:53,33835,33800,741.45,695.3,692.6,672.05,-46.15,-58400,-2600,2575,400,41100,37000,33826,2808,690.11
09:15:59,33835,33800,741.45,687.35,692.6,672.05,-54.1,-58400,-2600,2575,400,41100,37000,33822,2808,689.84
09:16:05,33841,33800,741.45,684.0,688.25,672.05,-57.45,-58400,-2600,2575,400,41100,37000,33829,2808,689.3
09:16:10,33848,33800,741.45,691.6,686.6,672.05,-49.85,-50350,-2350,2575,400,41100,37000,33840,2808,689.5
09:16:17,33850,33800,741.45,688.05,686.0,672.05,-53.4,-50350,-2350,2575,400,41100,37000,33852,2808,689.38
09:16:23,33868,33800,741.45,693.85,689.0,672.05,-47.6,-43950,-2350,2575,400,41100,37000,33860,2808,689.7
09:16:30,33855,33800,741.45,691.5,687.85,672.05,-49.95,-43950,-2350,2575,400,41100,37000,33862,2808,689.82
09:16:37,33842,33800,741.45,699.25,687.85,672.05,-42.2,-43950,-2350,2575,400,41100,37000,33844,2808,690.41
09:16:45,33871,33800,741.45,698.3,688.6,672.05,-43.15,-43950,-2350,2575,400,41100,37000,33866,2809,690.88
09:16:53,33875,33800,741.45,701.35,692.35,672.05,-40.1,-43950,-2350,2575,400,41100,37000,33880,2809,691.46
09:17:00,33888,33800,741.45,702.75,690.9,672.05,-38.7,-43950,-2350,2575,400,41100,37000,33880,2809,692.05
09:17:07,33884,33800,741.45,702.55,693.85,672.05,-38.9,-45025,-2350,2575,400,41100,37000,33892,2809,692.58
09:17:14,33897,33800,741.45,705.55,691.7,672.05,-35.9,-42150,-2350,2575,400,41100,37000,33900,2809,693.2
09:17:19,33894,33800,741.45,702.9,691.7,672.05,-38.55,-42150,-2350,2575,400,41100,37000,33889,2809,693.64
09:17:25,33903,33900,741.45,695.2,693.8,672.05,-46.25,1087975,1533550,256275,223475,33800,33800,33907,2809,693.7
09:17:31,33890,33900,741.45,690.45,694.5,672.05,-51.0,1439125,1751050,256275,223475,33800,33800,33896,2809,693.57
09:17:37,33900,33900,741.45,691.25,694.5,672.05,-50.2,1439550,1751175,256275,223475,33800,33800,33896,2808,693.48
09:17:43,33890,33900,741.45,693.75,694.5,672.05,-47.7,1437575,1751150,256275,223475,33800,33800,33897,2808,693.49
09:17:47,33899,33900,741.45,693.0,694.5,672.05,-48.45,1437500,1751150,256275,223475,33800,33800,33907,2808,693.47
09:17:52,33898,33900,741.45,691.6,694.5,672.05,-49.85,1435175,1751225,256275,223475,33800,33800,33907,2808,693.4
09:17:58,33898,33900,741.45,691.2,694.5,672.05,-50.25,1436950,1752100,256275,223475,33800,33800,33908,2808,693.33
09:18:03,33900,33900,741.45,686.7,693.9,672.05,-54.75,1436350,1752100,256275,223475,33800,33800,33908,2809,693.1
09:18:08,33894,33900,741.45,685.6,693.9,672.05,-55.85,1436350,1752100,256275,223475,33800,33800,33905,2808,692.86
09:18:14,33877,33900,741.45,685.8,693.9,672.05,-55.65,1434125,1752100,256275,223475,33800,33800,33886,2808,692.64
09:18:18,33882,33900,741.45,688.2,693.9,672.05,-53.25,1434125,1752100,256275,223475,33800,33800,33881,2808,692.51
09:18:23,33874,33900,741.45,691.05,693.9,672.05,-50.4,1434125,1752100,256275,223475,33800,33800,33890,2808,692.46
09:18:29,33882,33900,741.45,695.6,693.9,672.05,-45.85,1434125,1752100,256275,223475,33800,33800,33885,2808,692.55
09:18:35,33875,33900,741.45,699.1,693.9,672.05,-42.35,1434125,1752100,256275,223475,33800,33800,33877,2808,692.74
09:18:42,33875,33900,741.45,696.9,693.9,672.05,-44.55,1434825,1752100,256275,223475,33800,33800,33882,2808,692.85
09:18:49,33875,33900,741.45,690.45,693.9,672.05,-51.0,1434675,1752100,256275,223475,33800,33800,33887,2808,692.79
09:18:55,33879,33900,741.45,691.2,693.9,672.05,-50.25,1434550,1752100,256275,223475,33800,33800,33886,2808,692.74
09:19:00,33883,33900,741.45,690.45,693.9,672.05,-51.0,1434550,1752100,256275,223475,33800,33800,33889,2808,692.69
09:19:07,33873,33900,741.45,691.0,693.9,672.05,-50.45,1434650,1752100,256275,223475,33800,33800,33881,2808,692.65
09:19:12,33855,33900,741.45,688.25,693.9,672.05,-53.2,1434650,1752100,256275,223475,33800,33800,33865,2808,692.54
09:19:18,33866,33900,741.45,685.55,693.9,672.05,-55.9,1434650,1752100,256275,223475,33800,33800,33861,2808,692.38
09:19:24,33867,33900,741.45,686.75,693.9,672.05,-54.7,1434650,1752100,256275,223475,33800,33800,33870,2808,692.25
09:19:28,33881,33900,741.45,691.25,693.9,672.05,-50.2,1434650,1752025,256275,223475,33800,33800,33888,2808,692.23
09:19:34,33887,33900,741.45,690.2,693.9,672.05,-51.25,1434750,1752075,256275,223475,33800,33800,33891,2808,692.18
09:19:39,33890,33900,741.45,694.7,693.9,672.05,-46.75,1434750,1752075,256275,223475,33800,33800,33889,2808,692.24
09:19:46,33884,33900,741.45,693.1,693.9,672.05,-48.35,1434500,1752075,256275,223475,33800,33800,33893,2808,692.26
09:19:52,33880,33900,741.45,691.1,693.9,672.05,-50.35,1434275,1752075,256275,223475,33800,33800,33889,2808,692.23
09:19:57,33871,33900,741.45,691.0,693.9,672.05,-50.45,1434275,1752075,256275,223475,33800,33800,33872,2808,692.21
09:20:03,33884,33900,741.45,686.95,693.9,672.05,-54.5,1434275,1752075,256275,223475,33800,33800,33879,2808,692.1
09:20:08,33897,33900,741.45,689.95,693.9,672.05,-51.5,1434275,1752075,256275,223475,33800,33800,33905,2808,692.06
09:20:13,33896,33900,741.45,693.9,693.9,672.05,-47.55,1434275,1752075,256275,223475,33800,33800,33902,2808,692.1
09:20:19,33898,33900,741.45,688.25,693.9,672.05,-53.2,1434275,1752075,256275,223475,33800,33800,33909,2808,692.03
09:20:24,33892,33900,741.45,690.55,693.9,672.05,-50.9,2295275,3305875,389125,368850,33800,33800,33904,2808,692.0
09:20:31,33885,33900,741.45,691.75,693.9,672.05,-49.7,2574875,3511350,389125,368850,33800,33800,33897,2808,692.0
09:20:38,33883,33900,741.45,694.35,693.9,672.05,-47.1,2570625,3510675,389125,368850,33800,33800,33894,2808,692.04
09:20:44,33881,33900,741.45,695.0,693.9,672.05,-46.45,2571950,3511450,389125,368850,33800,33800,33891,2808,692.09
09:20:50,33879,33900,741.45,693.25,693.9,672.05,-48.2,2571950,3511250,389125,368850,33800,33800,33884,2808,692.11
09:20:56,33880,33900,741.45,693.55,693.9,672.05,-47.9,2572650,3511250,389125,368850,33800,33800,33889,2808,692.13
09:21:01,33874,33900,741.45,689.8,693.9,672.05,-51.65,2572650,3511250,389125,368850,33800,33800,33886,2808,692.09
09:21:07,33870,33900,741.45,690.05,693.9,672.05,-51.4,2572650,3511250,389125,368850,33800,33800,33881,2808,692.06
