LTT,FUT,ATMstrike,PrevClose,LTP,High,Low,NetDecay,CE_COI,PE_COI,CE_Max,PE_Max,CE_MaxStr,PE_MaxStr,SPOT,PrevLTP,AVG
09:15:04,15944,15950,491.5,457.25,463.2,467.05,-34.25,136550,-139800,661000,547650,19000,15300,15865,544,457.25
09:15:15,15883,15900,491.5,474.05,463.2,475.15,-17.45,-1032650,-994300,60650,40300,17100,15000,15876,532,465.65
09:15:28,15909,15900,491.5,469.75,462.55,475.15,-21.75,-1048750,-954600,60650,40300,17100,15000,15898,503,467.02
09:15:40,15920,15900,491.5,465.4,460.4,475.15,-26.1,-1048650,-956500,60650,40300,17100,15000,15903,507,466.61
09:15:54,15905,15900,491.5,452.05,458.75,475.15,-39.45,-1047100,-956500,60650,40300,17100,15000,15897,500,463.7
09:16:05,15890,15900,491.5,463.45,458.75,475.15,-28.05,-1059800,-953750,60650,40300,17100,15000,15884,519,463.66
09:16:16,15880,15900,491.5,465.8,458.75,475.15,-25.7,-1061250,-953750,60650,40300,17100,15000,15878,526,463.96
09:16:26,15875,15900,491.5,470.15,458.75,475.15,-21.35,-1061250,-953750,60650,40300,17100,15000,15869,533,464.74
09:16:38,15879,15900,491.5,469.4,458.75,475.15,-22.1,-1061250,-953750,60650,40300,17100,15000,15866,533,465.26
09:16:48,15881,15900,491.5,464.5,458.75,475.15,-27.0,-1088450,-953750,60650,40300,17100,15000,15862,530,465.18
09:17:00,15875,15900,491.5,465.8,458.75,475.15,-25.7,-1088450,-953750,60650,40300,17100,15000,15864,529,465.24
09:17:13,15869,15900,491.5,466.75,458.75,475.15,-24.75,-1075500,-953750,60650,40300,17100,15000,15861,537,465.36
09:17:25,15866,15900,491.5,466.4,458.75,475.15,-25.1,-1056550,-953750,60650,40300,17100,15000,15860,539,465.44
09:17:37,15860,15900,491.5,467.6,458.75,475.15,-23.9,927300,-406850,320700,222950,16000,15800,15856,546,465.6
09:17:47,15879,15900,491.5,467.3,458.75,475.15,-24.2,932450,-351600,320700,222950,16000,15800,15847,533,465.71
09:17:58,15870,15900,491.5,465.0,458.75,475.15,-26.5,934400,-350750,320700,222950,16000,15800,15857,532,465.67
09:18:10,15868,15900,491.5,464.2,458.75,475.15,-27.3,934900,-350750,320700,222950,16000,15800,15853,538,465.58
09:18:20,15868,15900,491.5,464.2,458.75,475.15,-27.3,934900,-350750,320700,222950,16000,15800,15853,538,465.5
09:18:31,15865,15900,491.5,463.65,458.75,475.15,-27.85,942100,-350750,320700,222950,16000,15800,15853,536,465.41
09:18:41,15865,15900,491.5,463.65,458.75,475.15,-27.85,942100,-350750,320700,222950,16000,15800,15856,536,465.32
09:18:52,15866,15900,491.5,462.3,458.75,475.15,-29.2,942050,-350750,320700,222950,16000,15800,15855,539,465.17
09:19:02,15876,15900,491.5,462.25,458.75,475.15,-29.25,944200,-350750,320700,222950,16000,15800,15855,535,465.04
09:19:13,15875,15900,491.5,461.05,458.75,475.15,-30.45,944200,-350750,320700,222950,16000,15800,15854,533,464.87
09:19:23,15875,15900,491.5,460.6,458.75,475.15,-30.9,944200,-350750,320700,222950,16000,15800,15856,534,464.69
09:19:33,15876,15900,491.5,459.3,458.75,475.15,-32.2,944300,-350850,320700,222950,16000,15800,15859,534,464.47
09:19:43,15875,15900,491.5,459.4,458.75,475.15,-32.1,944300,-350850,320700,222950,16000,15800,15858,534,464.28
09:19:55,15875,15900,491.5,459.4,458.75,475.15,-32.1,944300,-350850,320700,222950,16000,15800,15858,535,464.1
09:20:06,15875,15900,491.5,459.4,458.75,475.15,-32.1,944300,-350850,320700,222950,16000,15800,15858,535,463.93
09:20:18,15875,15900,491.5,459.4,458.75,475.15,-32.1,944300,-350850,320700,222950,16000,15800,15858,535,463.77
09:20:29,15879,15900,491.5,458.7,458.75,475.15,-32.8,944300,-350850,320700,222950,16000,15800,15868,531,463.6
09:21:10,15888,15900,491.5,453.55,458.75,475.15,-37.95,2920100,819500,586450,370400,16000,15800,15869,524,463.28
09:21:20,15893,15900,491.5,452.15,458.75,475.15,-39.35,2920100,819500,586450,370400,16000,15800,15870,520,462.93
09:21:34,15893,15900,491.5,452.15,458.75,475.15,-39.35,2920100,819500,586450,370400,16000,15800,15870,520,462.61
09:21:46,15890,15900,491.5,453.15,458.75,475.15,-38.35,2920100,819250,586450,370400,16000,15800,15868,523,462.33
09:22:00,15885,15900,491.5,454.55,458.75,475.15,-36.95,2920350,820150,586450,370400,16000,15800,15868,529,462.11
09:22:10,15879,15900,491.5,454.95,458.75,475.15,-36.55,2920350,820150,586450,370400,16000,15800,15867,530,461.91
09:22:21,15881,15900,491.5,455.75,458.75,475.15,-35.75,2920350,820150,586450,370400,16000,15800,15869,529,461.74
09:22:31,15880,15900,491.5,456.9,458.75,475.15,-34.6,2920950,820150,586450,370400,16000,15800,15867,528,461.61
09:22:43,15880,15900,491.5,458.8,458.75,475.15,-32.7,2920800,819700,586450,370400,16000,15800,15860,533,461.54
09:22:54,15872,15900,491.5,458.65,458.75,475.15,-32.85,2920950,819950,586450,370400,16000,15800,15853,528,461.47
09:23:05,15863,15900,491.5,458.2,458.75,475.15,-33.3,2920800,819700,586450,370400,16000,15800,15856,536,461.39
09:23:18,15856,15900,491.5,460.8,458.75,473.85,-30.7,2920800,821000,586450,370400,16000,15800,15849,544,461.37
09:23:30,15850,15850,491.5,465.65,458.75,471.15,-25.85,3992900,1050450,667500,370400,16300,15800,15838,549,461.47
09:23:42,15843,15850,491.5,467.35,458.75,467.7,-24.15,4654950,1323400,725300,471900,16000,15800,15834,557,461.61
09:23:55,15842,15850,491.5,468.5,458.75,467.7,-23.0,4655000,1323250,725300,471900,16000,15800,15830,556,461.76
09:24:09,15841,15850,491.5,470.35,458.75,467.7,-21.15,4652050,1322450,725300,471900,16000,15800,15831,554,461.95
09:24:20,15837,15850,491.5,467.5,458.75,467.7,-24.0,4652050,1322450,725300,471900,16000,15800,15832,557,462.07
09:24:30,15842,15850,491.5,467.05,458.75,467.5,-24.45,4652050,1322450,725300,471900,16000,15800,15827,556,462.17
09:24:45,15841,15850,491.5,464.55,458.75,467.5,-26.95,4654050,1322400,725300,471900,16000,15800,15832,553,462.22
09:24:55,15842,15850,491.5,465.85,458.75,467.5,-25.65,4654050,1322400,725300,471900,16000,15800,15830,554,462.29
09:25:06,15839,15850,491.5,465.7,458.75,467.45,-25.8,4654050,1322400,725300,471900,16000,15800,15829,555,462.36
09:25:17,15836,15850,491.5,465.75,458.75,462.8,-25.75,4654050,1322400,725300,471900,16000,15800,15825,557,462.42
09:25:29,15836,15850,491.5,462.35,458.75,462.8,-29.15,4654100,1322750,725300,471900,16000,15800,15826,561,462.42
09:25:39,15841,15850,491.5,464.6,458.75,462.8,-26.9,4654100,1322400,725300,471900,16000,15800,15830,558,462.46
09:25:51,15835,15850,491.5,463.8,458.75,462.8,-27.7,4654650,1322050,725300,471900,16000,15800,15827,553,462.49
09:26:04,15835,15850,491.5,464.3,458.75,462.8,-27.2,4654650,1322050,725300,471900,16000,15800,15824,555,462.52
09:26:16,15843,15850,491.5,463.2,458.75,462.8,-28.3,4654650,1322050,725300,471900,16000,15800,15829,556,462.53
09:26:28,15845,15850,491.5,462.35,458.75,462.8,-29.15,4654650,1322050,725300,471900,16000,15800,15837,556,462.53
09:26:38,15858,15850,491.5,457.75,458.75,462.8,-33.75,5527350,1479950,935500,471900,16300,15800,15847,545,462.45
09:26:48,15864,15850,491.5,452.65,458.75,462.8,-38.85,6060350,1554200,935500,571500,16300,15800,15847,535,462.28
09:26:59,15863,15850,491.5,454.15,458.75,462.8,-37.35,6060150,1554000,935500,571500,16300,15800,15844,536,462.15
09:27:13,15861,15850,491.5,454.05,458.75,462.8,-37.45,6060150,1554000,935500,571500,16300,15800,15846,537,462.02
09:27:24,15865,15850,491.5,454.95,458.75,462.8,-36.55,6060250,1554000,935500,571500,16300,15800,15847,536,461.91
09:27:34,15861,15850,491.5,454.25,458.75,462.8,-37.25,6060250,1553800,935500,571500,16300,15800,15845,536,461.79
09:27:44,15852,15850,491.5,458.15,458.75,462.8,-33.35,6057850,1553700,935500,571500,16300,15800,15838,541,461.73
09:27:55,15847,15850,491.5,459.45,458.75,462.8,-32.05,6057950,1553200,935500,571500,16300,15800,15830,550,461.7
09:28:05,15846,15850,491.5,461.05,458.75,462.8,-30.45,6058500,1553200,935500,571500,16300,15800,15828,550,461.69
09:28:15,15843,15850,491.5,460.45,458.75,462.8,-31.05,6051050,1553200,935500,571500,16300,15800,15826,551,461.67
09:28:26,15838,15850,491.5,461.55,458.75,462.8,-29.95,6051050,1553200,935500,571500,16300,15800,15815,555,461.67
09:28:38,15832,15850,491.5,461.1,458.75,462.0,-30.4,6051050,1553150,935500,571500,16300,15800,15815,561,461.66
09:28:50,15835,15850,491.5,460.7,458.75,462.0,-30.8,6051100,1553150,935500,571500,16300,15800,15818,558,461.65
09:29:00,15830,15850,491.5,461.45,458.75,461.65,-30.05,6051100,1553150,935500,571500,16300,15800,15817,560,461.64
09:29:11,15833,15850,491.5,460.2,458.75,461.65,-31.3,6051100,1553150,935500,571500,16300,15800,15819,560,461.62
09:29:21,15833,15850,491.5,460.2,458.75,461.15,-31.3,6051100,1553150,935500,571500,16300,15800,15819,560,461.6
09:29:31,15830,15850,491.5,459.85,458.75,461.15,-31.65,6051100,1553150,935500,571500,16300,15800,15825,559,461.58
09:29:41,15832,15850,491.5,459.35,458.75,461.15,-32.15,7657500,1792250,1053100,711550,16000,15800,15828,551,461.55
09:29:53,15840,15850,491.5,457.2,458.75,461.15,-34.3,7654350,1792200,1053100,711550,16000,15800,15830,556,461.49
09:30:04,15835,15850,491.5,458.1,458.75,461.15,-33.4,7654350,1792200,1053100,711550,16000,15800,15827,555,461.45
09:30:15,15835,15850,491.5,456.1,458.75,459.2,-35.4,7654800,1792250,1053100,711550,16000,15800,15828,560,461.38
09:30:25,15835,15850,491.5,456.4,458.75,459.2,-35.1,7654800,1792250,1053100,711550,16000,15800,15828,558,461.32
09:30:35,15838,15850,491.5,457.1,458.75,459.2,-34.4,7654750,1792250,1053100,711550,16000,15800,15819,558,461.27
09:30:46,15849,15850,491.5,457.0,458.75,459.2,-34.5,7659100,1791700,1053100,711550,16000,15800,15822,560,461.22
09:30:57,15844,15850,491.5,455.1,458.75,459.2,-36.4,7658500,1791700,1053100,711550,16000,15800,15824,548,461.14
09:31:08,15844,15850,491.5,455.1,458.75,459.2,-36.4,7658500,1791700,1053100,711550,16000,15800,15824,551,461.07
09:31:18,15834,15850,491.5,459.4,458.75,459.2,-32.1,7659700,1791700,1053100,711550,16000,15800,15822,558,461.05
09:31:30,15834,15850,491.5,456.2,458.75,459.2,-35.3,7659700,1791700,1053100,711550,16000,15800,15821,561,461.0
09:31:40,15834,15850,491.5,456.2,458.75,459.2,-35.3,7659700,1791700,1053100,711550,16000,15800,15821,561,460.94
09:31:52,15833,15850,491.5,457.25,458.75,458.2,-34.25,7659700,1791700,1053100,711550,16000,15800,15822,562,460.9
09:32:04,15839,15850,491.5,457.15,458.75,462.95,-34.35,7659850,1791750,1053100,711550,16000,15800,15820,554,460.86
09:32:16,15835,15850,491.5,456.95,458.75,462.95,-34.55,7659850,1791750,1053100,711550,16000,15800,15819,553,460.81
09:32:26,15838,15850,491.5,455.15,458.75,461.25,-36.35,7659850,1791750,1053100,711550,16000,15800,15817,556,460.75
09:32:37,15821,15850,491.5,454.05,458.75,459.55,-37.45,8640000,1970900,1091200,711550,16300,15800,15813,563,460.68
09:32:50,15823,15850,491.5,455.25,458.75,460.2,-36.25,8640700,1970350,1091200,711550,16300,15800,15813,566,460.62
09:33:02,15832,15850,491.5,455.0,458.75,460.2,-36.5,8625000,1970350,1091200,711550,16300,15800,15808,561,460.56
09:33:12,15830,15850,491.5,453.5,458.75,460.2,-38.0,8625000,1970300,1091200,711550,16300,15800,15808,561,460.49
09:33:22,15824,15850,491.5,455.0,458.75,459.85,-36.5,8625000,1970250,1091200,711550,16300,15800,15808,566,460.43
09:33:32,15830,15850,491.5,453.4,458.75,459.85,-38.1,8625000,1969000,1091200,711550,16300,15800,15812,563,460.36
09:33:43,15830,15850,491.5,455.5,458.75,459.85,-36.0,8625000,1969000,1091200,711550,16300,15800,15812,560,460.31
09:33:53,15823,15850,491.5,454.5,458.75,459.85,-37.0,8626250,1968950,1091200,711550,16300,15800,15811,565,460.25
09:34:03,15824,15850,491.5,453.75,458.75,459.85,-37.75,8626450,1968950,1091200,711550,16300,15800,15814,564,460.18
09:34:13,15827,15850,491.5,454.2,458.75,459.85,-37.3,8626450,1968950,1091200,711550,16300,15800,15812,564,460.12
09:34:23,15820,15850,491.5,453.0,458.75,457.55,-38.5,8626850,1968900,1091200,711550,16300,15800,15808,565,460.05
09:34:34,15825,15850,491.5,452.05,458.75,457.55,-39.45,8626600,1968900,1091200,711550,16300,15800,15811,565,459.98
09:34:45,15823,15850,491.5,451.25,458.75,456.9,-40.25,8624250,1968900,1091200,711550,16300,15800,15806,564,459.89
09:34:57,15815,15850,491.5,450.85,458.75,454.15,-40.65,8624250,1968550,1091200,711550,16300,15800,15804,567,459.81
09:35:09,15818,15850,491.5,450.75,458.75,454.25,-40.75,8624300,1968550,1091200,711550,16300,15800,15803,567,459.72
09:35:22,15819,15850,491.5,450.75,458.75,454.25,-40.75,8624300,1968550,1091200,711550,16300,15800,15805,564,459.64
09:35:34,15820,15850,491.5,450.75,458.75,454.25,-40.75,8624300,1968550,1091200,711550,16300,15800,15805,564,459.55
09:35:46,15816,15850,491.5,450.8,458.75,454.25,-40.7,13221550,3007400,1869250,963650,16000,15800,15806,565,459.47
09:35:56,15815,15850,491.5,451.2,458.75,454.05,-40.3,13276300,3007300,1869250,963650,16000,15800,15802,565,459.4
09:36:08,15813,15850,491.5,452.2,458.75,454.65,-39.3,13261800,3007150,1869250,963650,16000,15800,15799,572,459.33
09:36:19,15812,15850,491.5,452.2,458.75,454.8,-39.3,13302250,3004550,1869250,963650,16000,15800,15798,570,459.27
09:36:31,15801,15850,491.5,452.8,458.75,454.45,-38.7,13303600,3003800,1869250,963650,16000,15800,15798,576,459.21
09:36:42,15809,15850,491.5,452.6,458.75,454.45,-38.9,13303900,3003250,1869250,963650,16000,15800,15798,575,459.15
09:36:54,15811,15850,491.5,451.95,458.75,454.45,-39.55,13304150,3003250,1869250,963650,16000,15800,15798,573,459.09
09:37:05,15811,15850,491.5,452.45,458.75,454.45,-39.05,13305100,3003250,1869250,963650,16000,15800,15798,570,459.03
09:37:15,15809,15850,491.5,454.05,458.75,454.45,-37.45,13305100,3003250,1869250,963650,16000,15800,15798,570,458.99
09:37:26,15805,15850,491.5,453.25,458.75,454.45,-38.25,13308150,3003250,1869250,963650,16000,15800,15798,576,458.94
09:37:36,15807,15850,491.5,451.95,458.75,454.45,-39.55,13308150,3003250,1869250,963650,16000,15800,15798,572,458.88
09:37:46,15803,15850,491.5,451.95,458.75,454.45,-39.55,13307750,3002950,1869250,963650,16000,15800,15798,576,458.83
09:37:58,15806,15850,491.5,453.2,458.75,454.65,-38.3,13307600,3002950,1869250,963650,16000,15800,15798,573,458.78
09:38:10,15809,15850,491.5,454.25,458.75,454.65,-37.25,13307600,3002950,1869250,963650,16000,15800,15798,572,458.74
09:38:21,15801,15850,491.5,452.05,458.75,454.65,-39.45,13307600,3002950,1869250,963650,16000,15800,15798,572,458.69
09:38:32,15801,15850,491.5,452.05,458.75,454.0,-39.45,13323950,3002950,1869250,963650,16000,15800,15798,575,458.64
09:38:42,15804,15850,491.5,452.2,458.75,454.0,-39.3,14242100,2822500,2037100,935000,16000,15800,15798,575,458.58
09:38:52,15808,15850,491.5,450.65,458.75,454.0,-40.85,14245400,2822700,2037100,935000,16000,15800,15798,573,458.52
09:39:03,15806,15850,491.5,450.15,458.75,454.0,-41.35,14248200,2822200,2037100,935000,16000,15800,15798,572,458.46
09:39:13,15804,15850,491.5,450.95,458.75,454.0,-40.55,14248200,2821150,2037100,935000,16000,15800,15798,573,458.4
09:39:24,15804,15850,491.5,450.95,458.75,454.0,-40.55,14248200,2821150,2037100,935000,16000,15800,15798,573,458.34
